ENSRNOT00000094517 ENSRNOG00000064161 TR_V_gene TR_V_gene
ENSRNOT00000118364 ENSRNOG00000000560 protein_coding protein_coding
ENSRNOT00000057564 ENSRNOG00000037884 protein_coding protein_coding
ENSRNOT00000024066 ENSRNOG00000017866 protein_coding protein_coding
ENSRNOT00000064859 ENSRNOG00000042317 protein_coding protein_coding
ENSRNOT00000000617 ENSRNOG00000000513 protein_coding protein_coding
ENSRNOT00000095202 ENSRNOG00000000513 protein_coding protein_coding
ENSRNOT00000102158 ENSRNOG00000000513 protein_coding protein_coding
ENSRNOT00000098053 ENSRNOG00000000513 protein_coding protein_coding
ENSRNOT00000100696 ENSRNOG00000000513 protein_coding protein_coding
ENSRNOT00000000618 ENSRNOG00000000513 protein_coding protein_coding
ENSRNOT00000008971 ENSRNOG00000006723 protein_coding protein_coding
ENSRNOT00000013501 ENSRNOG00000010008 protein_coding protein_coding
ENSRNOT00000093519 ENSRNOG00000037886 protein_coding protein_coding
ENSRNOT00000008786 ENSRNOG00000006551 protein_coding protein_coding
ENSRNOT00000018846 ENSRNOG00000013720 protein_coding protein_coding
ENSRNOT00000111039 ENSRNOG00000063828 protein_coding protein_coding
ENSRNOT00000107576 ENSRNOG00000063828 protein_coding protein_coding
ENSRNOT00000113673 ENSRNOG00000063828 protein_coding protein_coding
ENSRNOT00000108524 ENSRNOG00000063828 protein_coding protein_coding
ENSRNOT00000049245 ENSRNOG00000063828 protein_coding protein_coding
ENSRNOT00000041429 ENSRNOG00000032418 protein_coding protein_coding
ENSRNOT00000118046 ENSRNOG00000009278 protein_coding protein_coding
ENSRNOT00000012988 ENSRNOG00000009278 protein_coding protein_coding
ENSRNOT00000076608 ENSRNOG00000009278 protein_coding protein_coding
ENSRNOT00000076839 ENSRNOG00000009278 protein_coding protein_coding
ENSRNOT00000076741 ENSRNOG00000009278 protein_coding protein_coding
ENSRNOT00000044287 ENSRNOG00000014096 protein_coding protein_coding
ENSRNOT00000094555 ENSRNOG00000014096 protein_coding protein_coding
ENSRNOT00000103007 ENSRNOG00000014096 protein_coding protein_coding
ENSRNOT00000102887 ENSRNOG00000009481 protein_coding protein_coding
ENSRNOT00000114252 ENSRNOG00000009481 protein_coding protein_coding
ENSRNOT00000111596 ENSRNOG00000009481 protein_coding protein_coding
ENSRNOT00000032704 ENSRNOG00000009481 protein_coding protein_coding
ENSRNOT00000105389 ENSRNOG00000009481 protein_coding protein_coding
ENSRNOT00000029513 ENSRNOG00000027249 protein_coding protein_coding
ENSRNOT00000102802 ENSRNOG00000027249 protein_coding protein_coding
ENSRNOT00000059431 ENSRNOG00000024322 protein_coding protein_coding
ENSRNOT00000104025 ENSRNOG00000024322 protein_coding protein_coding
ENSRNOT00000050819 ENSRNOG00000024322 protein_coding protein_coding
ENSRNOT00000117197 ENSRNOG00000024322 protein_coding protein_coding
ENSRNOT00000091731 ENSRNOG00000000521 protein_coding protein_coding
ENSRNOT00000101862 ENSRNOG00000000521 protein_coding protein_coding
ENSRNOT00000106639 ENSRNOG00000069172 protein_coding protein_coding
ENSRNOT00000018739 ENSRNOG00000014007 protein_coding protein_coding
ENSRNOT00000107308 ENSRNOG00000066148 protein_coding protein_coding
ENSRNOT00000078786 ENSRNOG00000049302 protein_coding protein_coding
ENSRNOT00000076138 ENSRNOG00000049302 protein_coding protein_coding
ENSRNOT00000075991 ENSRNOG00000049302 protein_coding protein_coding
ENSRNOT00000047861 ENSRNOG00000029197 protein_coding protein_coding
ENSRNOT00000102277 ENSRNOG00000029197 protein_coding protein_coding
ENSRNOT00000115798 ENSRNOG00000029197 protein_coding protein_coding
ENSRNOT00000017995 ENSRNOG00000013346 protein_coding protein_coding
ENSRNOT00000078469 ENSRNOG00000057998 protein_coding protein_coding
ENSRNOT00000022845 ENSRNOG00000016999 protein_coding protein_coding
ENSRNOT00000077026 ENSRNOG00000000861 protein_coding protein_coding
ENSRNOT00000075840 ENSRNOG00000000861 protein_coding protein_coding
ENSRNOT00000019361 ENSRNOG00000014361 protein_coding protein_coding
ENSRNOT00000089476 ENSRNOG00000029813 protein_coding protein_coding
ENSRNOT00000047163 ENSRNOG00000029813 protein_coding protein_coding
ENSRNOT00000098255 ENSRNOG00000029813 protein_coding protein_coding
ENSRNOT00000096494 ENSRNOG00000028227 protein_coding protein_coding
ENSRNOT00000104141 ENSRNOG00000028227 protein_coding protein_coding
ENSRNOT00000016581 ENSRNOG00000028227 protein_coding protein_coding
ENSRNOT00000109995 ENSRNOG00000028227 protein_coding protein_coding
ENSRNOT00000094186 ENSRNOG00000028227 protein_coding protein_coding
ENSRNOT00000108701 ENSRNOG00000063586 protein_coding protein_coding
ENSRNOT00000050744 ENSRNOG00000001157 protein_coding protein_coding
ENSRNOT00000083409 ENSRNOG00000058991 protein_coding protein_coding
ENSRNOT00000003844 ENSRNOG00000002860 protein_coding protein_coding
ENSRNOT00000111632 ENSRNOG00000002182 protein_coding protein_coding
ENSRNOT00000100885 ENSRNOG00000002182 protein_coding protein_coding
ENSRNOT00000067222 ENSRNOG00000002182 protein_coding protein_coding
ENSRNOT00000091577 ENSRNOG00000002182 protein_coding protein_coding
ENSRNOT00000103937 ENSRNOG00000002182 protein_coding protein_coding
ENSRNOT00000028184 ENSRNOG00000030308 protein_coding protein_coding
ENSRNOT00000084633 ENSRNOG00000014098 protein_coding protein_coding
ENSRNOT00000019288 ENSRNOG00000014098 protein_coding protein_coding
ENSRNOT00000095552 ENSRNOG00000071128 protein_coding protein_coding
ENSRNOT00000101705 ENSRNOG00000065110 protein_coding protein_coding
ENSRNOT00000105090 ENSRNOG00000065110 protein_coding protein_coding
ENSRNOT00000096649 ENSRNOG00000065110 protein_coding protein_coding
ENSRNOT00000100937 ENSRNOG00000065110 protein_coding protein_coding
ENSRNOT00000080433 ENSRNOG00000057711 protein_coding protein_coding
ENSRNOT00000110554 ENSRNOG00000057711 protein_coding protein_coding
ENSRNOT00000078868 ENSRNOG00000000658 protein_coding protein_coding
ENSRNOT00000080557 ENSRNOG00000000658 protein_coding protein_coding
ENSRNOT00000067975 ENSRNOG00000000658 protein_coding protein_coding
ENSRNOT00000000821 ENSRNOG00000000658 protein_coding protein_coding
ENSRNOT00000113138 ENSRNOG00000000658 protein_coding protein_coding
ENSRNOT00000066659 ENSRNOG00000024640 protein_coding protein_coding
ENSRNOT00000109661 ENSRNOG00000012367 protein_coding protein_coding
ENSRNOT00000014441 ENSRNOG00000010555 protein_coding protein_coding
ENSRNOT00000086299 ENSRNOG00000007864 protein_coding protein_coding
ENSRNOT00000068190 ENSRNOG00000007864 protein_coding protein_coding
ENSRNOT00000004864 ENSRNOG00000003620 protein_coding protein_coding
ENSRNOT00000005925 ENSRNOG00000004484 protein_coding protein_coding
ENSRNOT00000023487 ENSRNOG00000017410 protein_coding protein_coding
ENSRNOT00000112086 ENSRNOG00000017410 protein_coding protein_coding
ENSRNOT00000060980 ENSRNOG00000065254 protein_coding protein_coding
ENSRNOT00000019639 ENSRNOG00000014603 protein_coding protein_coding
ENSRNOT00000117103 ENSRNOG00000069961 protein_coding protein_coding
ENSRNOT00000097229 ENSRNOG00000066201 protein_coding protein_coding
ENSRNOT00000119947 ENSRNOG00000001167 protein_coding protein_coding
ENSRNOT00000001541 ENSRNOG00000001167 protein_coding protein_coding
ENSRNOT00000018413 ENSRNOG00000013574 protein_coding protein_coding
ENSRNOT00000094750 ENSRNOG00000013574 protein_coding protein_coding
ENSRNOT00000023395 ENSRNOG00000055012 protein_coding protein_coding
ENSRNOT00000108331 ENSRNOG00000055012 protein_coding protein_coding
ENSRNOT00000081249 ENSRNOG00000055012 protein_coding protein_coding
ENSRNOT00000041154 ENSRNOG00000031720 protein_coding protein_coding
ENSRNOT00000000468 ENSRNOG00000000412 protein_coding protein_coding
ENSRNOT00000115451 ENSRNOG00000014013 protein_coding protein_coding
ENSRNOT00000083322 ENSRNOG00000014013 protein_coding protein_coding
ENSRNOT00000111572 ENSRNOG00000014013 protein_coding protein_coding
ENSRNOT00000105968 ENSRNOG00000014013 protein_coding protein_coding
ENSRNOT00000115768 ENSRNOG00000014013 protein_coding protein_coding
ENSRNOT00000102137 ENSRNOG00000014013 protein_coding protein_coding
ENSRNOT00000102257 ENSRNOG00000014013 protein_coding protein_coding
ENSRNOT00000019180 ENSRNOG00000014013 protein_coding protein_coding
ENSRNOT00000080078 ENSRNOG00000037865 protein_coding protein_coding
ENSRNOT00000057529 ENSRNOG00000037865 protein_coding protein_coding
ENSRNOT00000092566 ENSRNOG00000028641 protein_coding protein_coding
ENSRNOT00000042143 ENSRNOG00000028641 protein_coding protein_coding
ENSRNOT00000092629 ENSRNOG00000028641 protein_coding protein_coding
ENSRNOT00000097855 ENSRNOG00000028641 protein_coding protein_coding
ENSRNOT00000109033 ENSRNOG00000028641 protein_coding protein_coding
ENSRNOT00000092463 ENSRNOG00000028641 protein_coding protein_coding
ENSRNOT00000112955 ENSRNOG00000028641 protein_coding protein_coding
ENSRNOT00000050147 ENSRNOG00000032629 protein_coding protein_coding
ENSRNOT00000113743 ENSRNOG00000032629 protein_coding protein_coding
ENSRNOT00000113795 ENSRNOG00000032629 protein_coding protein_coding
ENSRNOT00000103333 ENSRNOG00000032629 protein_coding protein_coding
ENSRNOT00000020634 ENSRNOG00000015288 protein_coding protein_coding
ENSRNOT00000103716 ENSRNOG00000015288 protein_coding protein_coding
ENSRNOT00000111869 ENSRNOG00000015288 protein_coding protein_coding
ENSRNOT00000106009 ENSRNOG00000015720 protein_coding protein_coding
ENSRNOT00000021639 ENSRNOG00000015720 protein_coding protein_coding
ENSRNOT00000108976 ENSRNOG00000015720 protein_coding protein_coding
ENSRNOT00000116231 ENSRNOG00000063939 protein_coding protein_coding
ENSRNOT00000046227 ENSRNOG00000050695 protein_coding protein_coding
ENSRNOT00000064873 ENSRNOG00000050695 protein_coding protein_coding
ENSRNOT00000107945 ENSRNOG00000070329 protein_coding protein_coding
ENSRNOT00000113332 ENSRNOG00000006632 protein_coding protein_coding
ENSRNOT00000110641 ENSRNOG00000006632 protein_coding protein_coding
ENSRNOT00000008938 ENSRNOG00000006632 protein_coding protein_coding
ENSRNOT00000109787 ENSRNOG00000006632 protein_coding protein_coding
ENSRNOT00000094638 ENSRNOG00000006632 protein_coding protein_coding
ENSRNOT00000105976 ENSRNOG00000006632 protein_coding protein_coding
ENSRNOT00000115567 ENSRNOG00000014702 protein_coding protein_coding
ENSRNOT00000019756 ENSRNOG00000014702 protein_coding protein_coding
ENSRNOT00000107946 ENSRNOG00000014702 protein_coding protein_coding
ENSRNOT00000112684 ENSRNOG00000014702 protein_coding protein_coding
ENSRNOT00000116778 ENSRNOG00000014702 protein_coding protein_coding
ENSRNOT00000078667 ENSRNOG00000019618 protein_coding protein_coding
ENSRNOT00000084735 ENSRNOG00000019618 protein_coding protein_coding
ENSRNOT00000109932 ENSRNOG00000019618 protein_coding protein_coding
ENSRNOT00000060417 ENSRNOG00000019618 protein_coding protein_coding
ENSRNOT00000049255 ENSRNOG00000000340 protein_coding protein_coding
ENSRNOT00000101009 ENSRNOG00000000340 protein_coding protein_coding
ENSRNOT00000120090 ENSRNOG00000000340 protein_coding protein_coding
ENSRNOT00000092002 ENSRNOG00000000340 protein_coding protein_coding
ENSRNOT00000029104 ENSRNOG00000024634 protein_coding protein_coding
ENSRNOT00000082338 ENSRNOG00000024634 protein_coding protein_coding
ENSRNOT00000064702 ENSRNOG00000009849 protein_coding protein_coding
ENSRNOT00000075861 ENSRNOG00000009849 protein_coding protein_coding
ENSRNOT00000075884 ENSRNOG00000009849 protein_coding protein_coding
ENSRNOT00000104058 ENSRNOG00000008470 protein_coding protein_coding
ENSRNOT00000011240 ENSRNOG00000008470 protein_coding protein_coding
ENSRNOT00000112473 ENSRNOG00000008470 protein_coding protein_coding
ENSRNOT00000082462 ENSRNOG00000008470 protein_coding protein_coding
ENSRNOT00000096214 ENSRNOG00000065780 protein_coding protein_coding
ENSRNOT00000105641 ENSRNOG00000065780 protein_coding protein_coding
ENSRNOT00000116687 ENSRNOG00000068459 protein_coding protein_coding
ENSRNOT00000074524 ENSRNOG00000046619 protein_coding protein_coding
ENSRNOT00000016207 ENSRNOG00000011979 protein_coding protein_coding
ENSRNOT00000080848 ENSRNOG00000011979 protein_coding protein_coding
ENSRNOT00000110868 ENSRNOG00000011979 protein_coding protein_coding
ENSRNOT00000075924 ENSRNOG00000046705 protein_coding protein_coding
ENSRNOT00000074532 ENSRNOG00000046705 protein_coding protein_coding
ENSRNOT00000103931 ENSRNOG00000046705 protein_coding protein_coding
ENSRNOT00000112813 ENSRNOG00000004057 protein_coding protein_coding
ENSRNOT00000095959 ENSRNOG00000004057 protein_coding protein_coding
ENSRNOT00000067591 ENSRNOG00000004057 protein_coding protein_coding
ENSRNOT00000110214 ENSRNOG00000018505 protein_coding protein_coding
ENSRNOT00000024968 ENSRNOG00000018505 protein_coding protein_coding
ENSRNOT00000112497 ENSRNOG00000018505 protein_coding protein_coding
ENSRNOT00000115288 ENSRNOG00000018505 protein_coding protein_coding
ENSRNOT00000099378 ENSRNOG00000018505 protein_coding protein_coding
ENSRNOT00000086658 ENSRNOG00000055015 protein_coding protein_coding
ENSRNOT00000106262 ENSRNOG00000010311 protein_coding protein_coding
ENSRNOT00000104201 ENSRNOG00000010311 protein_coding protein_coding
ENSRNOT00000093385 ENSRNOG00000010311 protein_coding protein_coding
ENSRNOT00000038596 ENSRNOG00000010311 protein_coding protein_coding
ENSRNOT00000011215 ENSRNOG00000008401 protein_coding protein_coding
ENSRNOT00000000621 ENSRNOG00000000515 protein_coding protein_coding
ENSRNOT00000001201 ENSRNOG00000000902 protein_coding protein_coding
ENSRNOT00000104544 ENSRNOG00000000902 protein_coding protein_coding
ENSRNOT00000116960 ENSRNOG00000000902 protein_coding protein_coding
ENSRNOT00000119657 ENSRNOG00000000902 protein_coding protein_coding
ENSRNOT00000094061 ENSRNOG00000011562 protein_coding protein_coding
ENSRNOT00000108501 ENSRNOG00000011562 protein_coding protein_coding
ENSRNOT00000015401 ENSRNOG00000011562 protein_coding protein_coding
ENSRNOT00000079909 ENSRNOG00000057706 protein_coding protein_coding
ENSRNOT00000082725 ENSRNOG00000057706 protein_coding protein_coding
ENSRNOT00000086952 ENSRNOG00000057706 protein_coding protein_coding
ENSRNOT00000097141 ENSRNOG00000006049 protein_coding protein_coding
ENSRNOT00000008104 ENSRNOG00000006049 protein_coding protein_coding
ENSRNOT00000108714 ENSRNOG00000006049 protein_coding protein_coding
ENSRNOT00000095755 ENSRNOG00000017718 protein_coding protein_coding
ENSRNOT00000038066 ENSRNOG00000017718 protein_coding protein_coding
ENSRNOT00000023876 ENSRNOG00000017373 protein_coding protein_coding
ENSRNOT00000101317 ENSRNOG00000017373 protein_coding protein_coding
ENSRNOT00000117351 ENSRNOG00000017373 protein_coding protein_coding
ENSRNOT00000024206 ENSRNOG00000017988 protein_coding protein_coding
ENSRNOT00000004104 ENSRNOG00000003073 protein_coding protein_coding
ENSRNOT00000118171 ENSRNOG00000014653 protein_coding protein_coding
ENSRNOT00000019646 ENSRNOG00000014653 protein_coding protein_coding
ENSRNOT00000092436 ENSRNOG00000056944 protein_coding protein_coding
ENSRNOT00000089800 ENSRNOG00000056944 protein_coding protein_coding
ENSRNOT00000080758 ENSRNOG00000056944 protein_coding protein_coding
ENSRNOT00000115967 ENSRNOG00000066051 protein_coding protein_coding
ENSRNOT00000084461 ENSRNOG00000065311 protein_coding protein_coding
ENSRNOT00000098591 ENSRNOG00000065311 protein_coding protein_coding
ENSRNOT00000112433 ENSRNOG00000065311 protein_coding protein_coding
ENSRNOT00000109199 ENSRNOG00000065311 protein_coding protein_coding
ENSRNOT00000110963 ENSRNOG00000065311 protein_coding protein_coding
ENSRNOT00000026550 ENSRNOG00000019615 protein_coding protein_coding
ENSRNOT00000116491 ENSRNOG00000019615 protein_coding protein_coding
ENSRNOT00000116928 ENSRNOG00000019615 protein_coding protein_coding
ENSRNOT00000101698 ENSRNOG00000011782 protein_coding protein_coding
ENSRNOT00000015956 ENSRNOG00000011782 protein_coding protein_coding
ENSRNOT00000000787 ENSRNOG00000000635 protein_coding protein_coding
ENSRNOT00000105517 ENSRNOG00000000635 protein_coding protein_coding
ENSRNOT00000075714 ENSRNOG00000046204 protein_coding protein_coding
ENSRNOT00000003282 ENSRNOG00000002413 protein_coding protein_coding
ENSRNOT00000109113 ENSRNOG00000068956 protein_coding protein_coding
ENSRNOT00000100252 ENSRNOG00000068956 protein_coding protein_coding
ENSRNOT00000020419 ENSRNOG00000015095 protein_coding protein_coding
ENSRNOT00000105762 ENSRNOG00000015095 protein_coding protein_coding
ENSRNOT00000005504 ENSRNOG00000004145 protein_coding protein_coding
ENSRNOT00000000383 ENSRNOG00000000341 protein_coding protein_coding
ENSRNOT00000082196 ENSRNOG00000000341 protein_coding protein_coding
ENSRNOT00000118177 ENSRNOG00000017571 protein_coding protein_coding
ENSRNOT00000023811 ENSRNOG00000017571 protein_coding protein_coding
ENSRNOT00000117614 ENSRNOG00000058094 protein_coding protein_coding
ENSRNOT00000077767 ENSRNOG00000058094 protein_coding protein_coding
ENSRNOT00000120081 ENSRNOG00000058094 protein_coding protein_coding
ENSRNOT00000074791 ENSRNOG00000050360 protein_coding protein_coding
ENSRNOT00000001580 ENSRNOG00000001193 protein_coding protein_coding
ENSRNOT00000079207 ENSRNOG00000001193 protein_coding protein_coding
ENSRNOT00000119215 ENSRNOG00000067129 protein_coding protein_coding
ENSRNOT00000034411 ENSRNOG00000024454 protein_coding protein_coding
ENSRNOT00000118912 ENSRNOG00000024454 protein_coding protein_coding
ENSRNOT00000097645 ENSRNOG00000024454 protein_coding protein_coding
ENSRNOT00000038180 ENSRNOG00000023831 protein_coding protein_coding
ENSRNOT00000017723 ENSRNOG00000012912 protein_coding protein_coding
ENSRNOT00000102416 ENSRNOG00000012912 protein_coding protein_coding
ENSRNOT00000002973 ENSRNOG00000002186 protein_coding protein_coding
ENSRNOT00000117965 ENSRNOG00000070217 protein_coding protein_coding
ENSRNOT00000075636 ENSRNOG00000068661 protein_coding protein_coding
ENSRNOT00000098335 ENSRNOG00000067370 protein_coding protein_coding
ENSRNOT00000003817 ENSRNOG00000002839 protein_coding protein_coding
ENSRNOT00000119412 ENSRNOG00000002839 protein_coding protein_coding
ENSRNOT00000076607 ENSRNOG00000002839 protein_coding protein_coding
ENSRNOT00000076722 ENSRNOG00000002839 protein_coding protein_coding
ENSRNOT00000076186 ENSRNOG00000002839 protein_coding protein_coding
ENSRNOT00000076491 ENSRNOG00000000889 protein_coding protein_coding
ENSRNOT00000094337 ENSRNOG00000004161 protein_coding protein_coding
ENSRNOT00000005834 ENSRNOG00000004161 protein_coding protein_coding
ENSRNOT00000003004 ENSRNOG00000002210 protein_coding protein_coding
ENSRNOT00000038419 ENSRNOG00000001219 protein_coding protein_coding
ENSRNOT00000085905 ENSRNOG00000061782 protein_coding protein_coding
ENSRNOT00000074262 ENSRNOG00000069134 protein_coding protein_coding
ENSRNOT00000090993 ENSRNOG00000058912 protein_coding protein_coding
ENSRNOT00000115941 ENSRNOG00000058912 protein_coding protein_coding
ENSRNOT00000090771 ENSRNOG00000045920 protein_coding protein_coding
ENSRNOT00000102262 ENSRNOG00000045920 protein_coding protein_coding
ENSRNOT00000071477 ENSRNOG00000045920 protein_coding protein_coding
ENSRNOT00000085785 ENSRNOG00000013876 protein_coding protein_coding
ENSRNOT00000018845 ENSRNOG00000013876 protein_coding protein_coding
ENSRNOT00000071783 ENSRNOG00000049579 protein_coding protein_coding
ENSRNOT00000106801 ENSRNOG00000002203 protein_coding protein_coding
ENSRNOT00000003006 ENSRNOG00000002203 protein_coding protein_coding
ENSRNOT00000119980 ENSRNOG00000002203 protein_coding protein_coding
ENSRNOT00000109020 ENSRNOG00000002203 protein_coding protein_coding
ENSRNOT00000102075 ENSRNOG00000002203 protein_coding protein_coding
ENSRNOT00000110815 ENSRNOG00000052391 protein_coding protein_coding
ENSRNOT00000098759 ENSRNOG00000052391 protein_coding protein_coding
ENSRNOT00000082172 ENSRNOG00000052391 protein_coding protein_coding
ENSRNOT00000103715 ENSRNOG00000052391 protein_coding protein_coding
ENSRNOT00000104042 ENSRNOG00000052391 protein_coding protein_coding
ENSRNOT00000084645 ENSRNOG00000052391 protein_coding protein_coding
ENSRNOT00000026526 ENSRNOG00000019575 protein_coding protein_coding
ENSRNOT00000110553 ENSRNOG00000019575 protein_coding protein_coding
ENSRNOT00000108230 ENSRNOG00000019575 protein_coding protein_coding
ENSRNOT00000063791 ENSRNOG00000043286 protein_coding protein_coding
ENSRNOT00000088196 ENSRNOG00000043286 protein_coding protein_coding
ENSRNOT00000096281 ENSRNOG00000043286 protein_coding protein_coding
ENSRNOT00000105689 ENSRNOG00000007644 protein_coding protein_coding
ENSRNOT00000117269 ENSRNOG00000007644 protein_coding protein_coding
ENSRNOT00000099895 ENSRNOG00000007644 protein_coding protein_coding
ENSRNOT00000033010 ENSRNOG00000007644 protein_coding protein_coding
ENSRNOT00000110665 ENSRNOG00000007644 protein_coding protein_coding
ENSRNOT00000108352 ENSRNOG00000007644 protein_coding protein_coding
ENSRNOT00000087898 ENSRNOG00000007644 protein_coding protein_coding
ENSRNOT00000093193 ENSRNOG00000026247 protein_coding protein_coding
ENSRNOT00000110021 ENSRNOG00000051487 protein_coding protein_coding
ENSRNOT00000083770 ENSRNOG00000051487 protein_coding protein_coding
ENSRNOT00000120167 ENSRNOG00000051487 protein_coding protein_coding
ENSRNOT00000085465 ENSRNOG00000000800 protein_coding protein_coding
ENSRNOT00000101500 ENSRNOG00000000800 protein_coding protein_coding
ENSRNOT00000057422 ENSRNOG00000000800 protein_coding protein_coding
ENSRNOT00000087342 ENSRNOG00000000800 protein_coding protein_coding
ENSRNOT00000012255 ENSRNOG00000009240 protein_coding protein_coding
ENSRNOT00000116163 ENSRNOG00000063626 protein_coding protein_coding
ENSRNOT00000096334 ENSRNOG00000069977 protein_coding protein_coding
ENSRNOT00000001633 ENSRNOG00000001218 protein_coding protein_coding
ENSRNOT00000058367 ENSRNOG00000038331 protein_coding protein_coding
ENSRNOT00000109784 ENSRNOG00000038331 protein_coding protein_coding
ENSRNOT00000005872 ENSRNOG00000004426 protein_coding protein_coding
ENSRNOT00000030573 ENSRNOG00000026192 protein_coding protein_coding
ENSRNOT00000105530 ENSRNOG00000026192 protein_coding protein_coding
ENSRNOT00000099332 ENSRNOG00000026192 protein_coding protein_coding
ENSRNOT00000104276 ENSRNOG00000067436 protein_coding protein_coding
ENSRNOT00000013284 ENSRNOG00000009871 protein_coding protein_coding
ENSRNOT00000116745 ENSRNOG00000000483 protein_coding protein_coding
ENSRNOT00000000572 ENSRNOG00000000483 protein_coding protein_coding
ENSRNOT00000040859 ENSRNOG00000000483 protein_coding protein_coding
ENSRNOT00000092424 ENSRNOG00000000483 protein_coding protein_coding
ENSRNOT00000108190 ENSRNOG00000000483 protein_coding protein_coding
ENSRNOT00000120108 ENSRNOG00000000483 protein_coding protein_coding
ENSRNOT00000044134 ENSRNOG00000000942 protein_coding protein_coding
ENSRNOT00000083249 ENSRNOG00000000942 protein_coding protein_coding
ENSRNOT00000067635 ENSRNOG00000006471 protein_coding protein_coding
ENSRNOT00000099250 ENSRNOG00000064588 protein_coding protein_coding
ENSRNOT00000099570 ENSRNOG00000003049 protein_coding protein_coding
ENSRNOT00000097715 ENSRNOG00000003049 protein_coding protein_coding
ENSRNOT00000043559 ENSRNOG00000003049 protein_coding protein_coding
ENSRNOT00000114336 ENSRNOG00000003409 protein_coding protein_coding
ENSRNOT00000118280 ENSRNOG00000003409 protein_coding protein_coding
ENSRNOT00000004529 ENSRNOG00000003409 protein_coding protein_coding
ENSRNOT00000019335 ENSRNOG00000014409 protein_coding protein_coding
ENSRNOT00000065261 ENSRNOG00000014265 protein_coding protein_coding
ENSRNOT00000072220 ENSRNOG00000050209 protein_coding protein_coding
ENSRNOT00000066482 ENSRNOG00000042329 protein_coding protein_coding
ENSRNOT00000038212 ENSRNOG00000025764 protein_coding protein_coding
ENSRNOT00000058683 ENSRNOG00000038499 protein_coding protein_coding
ENSRNOT00000118967 ENSRNOG00000066344 protein_coding protein_coding
ENSRNOT00000111273 ENSRNOG00000066344 protein_coding protein_coding
ENSRNOT00000096224 ENSRNOG00000063660 protein_coding protein_coding
ENSRNOT00000119855 ENSRNOG00000063660 protein_coding protein_coding
ENSRNOT00000098818 ENSRNOG00000063660 protein_coding protein_coding
ENSRNOT00000112891 ENSRNOG00000063660 protein_coding protein_coding
ENSRNOT00000071454 ENSRNOG00000047532 protein_coding protein_coding
ENSRNOT00000006085 ENSRNOG00000004456 protein_coding protein_coding
ENSRNOT00000024504 ENSRNOG00000018202 protein_coding protein_coding
ENSRNOT00000048702 ENSRNOG00000017788 protein_coding protein_coding
ENSRNOT00000098783 ENSRNOG00000017788 protein_coding protein_coding
ENSRNOT00000117058 ENSRNOG00000017788 protein_coding protein_coding
ENSRNOT00000067391 ENSRNOG00000043098 protein_coding protein_coding
ENSRNOT00000003551 ENSRNOG00000025318 protein_coding protein_coding
ENSRNOT00000004184 ENSRNOG00000003081 protein_coding protein_coding
ENSRNOT00000109769 ENSRNOG00000064007 protein_coding protein_coding
ENSRNOT00000022108 ENSRNOG00000016497 protein_coding protein_coding
ENSRNOT00000106368 ENSRNOG00000013961 protein_coding protein_coding
ENSRNOT00000018723 ENSRNOG00000013961 protein_coding protein_coding
ENSRNOT00000104546 ENSRNOG00000007489 protein_coding protein_coding
ENSRNOT00000103443 ENSRNOG00000007489 protein_coding protein_coding
ENSRNOT00000107500 ENSRNOG00000007489 protein_coding protein_coding
ENSRNOT00000076606 ENSRNOG00000007489 protein_coding protein_coding
ENSRNOT00000000343 ENSRNOG00000000312 protein_coding protein_coding
ENSRNOT00000101588 ENSRNOG00000000312 protein_coding protein_coding
ENSRNOT00000061123 ENSRNOG00000039829 protein_coding protein_coding
ENSRNOT00000082850 ENSRNOG00000000924 protein_coding protein_coding
ENSRNOT00000025669 ENSRNOG00000018958 protein_coding protein_coding
ENSRNOT00000006093 ENSRNOG00000004130 protein_coding protein_coding
ENSRNOT00000118640 ENSRNOG00000004130 protein_coding protein_coding
ENSRNOT00000098502 ENSRNOG00000067756 protein_coding protein_coding
ENSRNOT00000113700 ENSRNOG00000069252 protein_coding protein_coding
ENSRNOT00000119548 ENSRNOG00000014363 protein_coding protein_coding
ENSRNOT00000087873 ENSRNOG00000014363 protein_coding protein_coding
ENSRNOT00000101017 ENSRNOG00000014363 protein_coding protein_coding
ENSRNOT00000106161 ENSRNOG00000014363 protein_coding protein_coding
ENSRNOT00000108807 ENSRNOG00000014363 protein_coding protein_coding
ENSRNOT00000118865 ENSRNOG00000014363 protein_coding protein_coding
ENSRNOT00000096646 ENSRNOG00000014363 protein_coding protein_coding
ENSRNOT00000019511 ENSRNOG00000014363 protein_coding protein_coding
ENSRNOT00000119297 ENSRNOG00000014363 protein_coding protein_coding
ENSRNOT00000058413 ENSRNOG00000038361 protein_coding protein_coding
ENSRNOT00000096835 ENSRNOG00000038361 protein_coding protein_coding
ENSRNOT00000106629 ENSRNOG00000038361 protein_coding protein_coding
ENSRNOT00000107717 ENSRNOG00000038361 protein_coding protein_coding
ENSRNOT00000001092 ENSRNOG00000000823 protein_coding protein_coding
ENSRNOT00000025694 ENSRNOG00000019004 protein_coding protein_coding
ENSRNOT00000043271 ENSRNOG00000017251 protein_coding protein_coding
ENSRNOT00000101628 ENSRNOG00000017251 protein_coding protein_coding
ENSRNOT00000097588 ENSRNOG00000017251 protein_coding protein_coding
ENSRNOT00000085470 ENSRNOG00000017251 protein_coding protein_coding
